F2 CAPITAL MARKET YIELDS – GOVERNMENT BONDS,,,,,,,,,,,,,,,,,,,,,,,,
Title,Australian Government 2 year bond,Australian Government 3 year bond,Australian Government 5 year bond,Australian Government 10 year bond,Australian Government Indexed Bond,NSW Treasury Corporation 3 year bond,NSW Treasury Corporation 5 year bond,NSW Treasury Corporation 10 year bond,,,,,,,,,,,,,,,,
Description,"Yields on Australian government bonds, 2 years maturity","Yields on Australian government bonds, 3 years maturity","Yields on Australian government bonds, 5 years maturity","Yields on Australian government bonds, 10 years maturity","Yields on Australian government bonds, Indexed maturity","Yields on New South Wales Treasury Corporation bonds, 3 years maturity","Yields on New South Wales Treasury Corporation bonds, 5 years maturity","Yields on New South Wales Treasury Corporation bonds, 10 years maturity",,,,,,,,,,,,,,,,
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,,,,,,,,,,,,,,,
Type,Original,Original,Original,Original,Original,Original,Original,Original,,,,,,,,,,,,,,,,
Units,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Source,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,,,,,,,,,,,,,,,,
Publish date,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,,,,,,,,,,,,,,,,
Series ID,FCMYGBAG2D,FCMYGBAG3D,FCMYGBAG5D,FCMYGBAG10D,FCMYGBAGID,FCMYGBNT3D,FCMYGBNT5D,FCMYGBNT10D,,,,,,,,,,,,,,,,
04-Aug-2017,1.73,1.90,2.15,2.57,1.16,2.04,2.33,2.94,,,,,,,,,,,,,,,,
07-Aug-2017,1.74,1.90,2.15,2.59,1.17,2.03,2.33,2.96,,,,,,,,,,,,,,,,
08-Aug-2017,1.74,1.91,2.16,2.58,1.15,2.05,2.34,2.94,,,,,,,,,,,,,,,,
09-Aug-2017,1.76,1.93,2.18,2.59,1.18,2.06,2.36,2.95,,,,,,,,,,,,,,,,
10-Aug-2017,1.77,1.94,2.19,2.61,1.18,2.08,2.37,2.97,,,,,,,,,,,,,,,,
11-Aug-2017,1.73,1.89,2.14,2.54,1.12,2.03,2.31,2.91,,,,,,,,,,,,,,,,
14-Aug-2017,1.75,1.91,2.16,2.57,1.14,2.05,2.33,2.93,,,,,,,,,,,,,,,,
15-Aug-2017,1.77,1.93,2.18,2.60,1.15,2.07,2.36,2.96,,,,,,,,,,,,,,,,
16-Aug-2017,1.78,1.95,2.20,2.61,1.12,2.08,2.37,2.97,,,,,,,,,,,,,,,,
17-Aug-2017,1.78,1.94,2.19,2.59,1.13,2.08,2.36,2.96,,,,,,,,,,,,,,,,
18-Aug-2017,1.76,1.93,2.17,2.57,1.15,2.06,2.34,2.93,,,,,,,,,,,,,,,,
21-Aug-2017,1.78,1.95,2.19,2.59,1.18,2.08,2.36,2.95,,,,,,,,,,,,,,,,
22-Aug-2017,1.79,1.96,2.20,2.59,1.16,2.09,2.37,2.96,,,,,,,,,,,,,,,,
23-Aug-2017,1.81,1.98,2.22,2.62,1.14,2.11,2.39,2.99,,,,,,,,,,,,,,,,
24-Aug-2017,1.79,1.95,2.19,2.58,1.07,2.08,2.36,2.94,,,,,,,,,,,,,,,,
25-Aug-2017,1.80,1.96,2.20,2.59,1.10,2.09,2.37,2.96,,,,,,,,,,,,,,,,
28-Aug-2017,1.83,1.99,2.23,2.62,1.11,2.12,2.40,2.97,,,,,,,,,,,,,,,,
29-Aug-2017,1.81,1.96,2.20,2.58,1.09,2.09,2.36,2.94,,,,,,,,,,,,,,,,
30-Aug-2017,1.84,2.00,2.24,2.63,1.12,2.12,2.40,2.99,,,,,,,,,,,,,,,,
31-Aug-2017,1.85,2.01,2.25,2.66,1.14,2.13,2.41,3.02,,,,,,,,,,,,,,,,
01-Sep-2017,1.82,1.98,2.22,2.61,1.10,2.10,2.37,2.96,,,,,,,,,,,,,,,,
04-Sep-2017,1.80,1.95,2.18,2.58,1.07,2.07,2.34,2.93,,,,,,,,,,,,,,,,
05-Sep-2017,1.85,2.00,2.23,2.63,1.09,2.12,2.39,2.98,,,,,,,,,,,,,,,,
06-Sep-2017,1.81,1.95,2.18,2.55,1.05,2.07,2.33,2.91,,,,,,,,,,,,,,,,
07-Sep-2017,1.84,1.99,2.22,2.59,1.09,2.11,2.37,2.95,,,,,,,,,,,,,,,,
08-Sep-2017,1.83,1.96,2.17,2.53,1.04,2.08,2.33,2.89,,,,,,,,,,,,,,,,
11-Sep-2017,1.84,1.97,2.19,2.56,1.07,2.09,2.34,2.91,,,,,,,,,,,,,,,,
12-Sep-2017,1.84,1.98,2.21,2.59,1.07,2.10,2.36,2.95,,,,,,,,,,,,,,,,
13-Sep-2017,1.86,2.01,2.24,2.62,1.10,2.13,2.39,2.98,,,,,,,,,,,,,,,,
14-Sep-2017,1.89,2.05,2.30,2.68,1.15,2.17,2.45,3.04,,,,,,,,,,,,,,,,
15-Sep-2017,1.92,2.08,2.32,2.74,1.15,2.20,2.47,3.05,,,,,,,,,,,,,,,,
18-Sep-2017,1.96,2.13,2.38,2.80,1.18,2.24,2.52,3.11,,,,,,,,,,,,,,,,
19-Sep-2017,1.97,2.15,2.39,2.81,1.20,2.26,2.54,3.12,,,,,,,,,,,,,,,,
20-Sep-2017,1.98,2.15,2.40,2.83,1.21,2.26,2.55,3.13,,,,,,,,,,,,,,,,
21-Sep-2017,1.96,2.15,2.39,2.83,1.22,2.25,2.54,3.14,,,,,,,,,,,,,,,,
22-Sep-2017,1.94,2.13,2.37,2.79,1.22,2.24,2.54,3.11,,,,,,,,,,,,,,,,
25-Sep-2017,1.94,2.13,2.38,2.80,1.23,2.24,2.54,3.11,,,,,,,,,,,,,,,,
26-Sep-2017,1.93,2.11,2.36,2.77,1.21,2.22,2.52,3.08,,,,,,,,,,,,,,,,
27-Sep-2017,1.93,2.11,2.36,2.79,1.22,2.22,2.52,3.10,,,,,,,,,,,,,,,,
28-Sep-2017,1.96,2.15,2.41,2.86,1.30,2.26,2.56,3.17,,,,,,,,,,,,,,,,
29-Sep-2017,1.94,2.12,2.38,2.84,1.28,2.23,2.54,3.15,,,,,,,,,,,,,,,,
02-Oct-2017,1.97,2.15,2.41,2.87,1.29,2.26,2.57,3.18,,,,,,,,,,,,,,,,
03-Oct-2017,1.95,2.12,2.39,2.84,1.27,2.24,2.54,3.15,,,,,,,,,,,,,,,,
04-Oct-2017,1.93,2.10,2.37,2.81,1.25,2.21,2.52,3.12,,,,,,,,,,,,,,,,
05-Oct-2017,1.90,2.06,2.33,2.78,1.24,2.18,2.48,3.09,,,,,,,,,,,,,,,,
06-Oct-2017,1.92,2.09,2.36,2.82,1.28,2.20,2.51,3.13,,,,,,,,,,,,,,,,
09-Oct-2017,1.91,2.08,2.35,2.82,1.25,2.20,2.50,3.13,,,,,,,,,,,,,,,,
10-Oct-2017,1.93,2.10,2.37,2.83,1.23,2.21,2.52,3.15,,,,,,,,,,,,,,,,
11-Oct-2017,1.94,2.10,2.37,2.82,1.22,2.21,2.52,3.13,,,,,,,,,,,,,,,,
12-Oct-2017,1.94,2.09,2.37,2.80,1.19,2.21,2.51,3.12,,,,,,,,,,,,,,,,
13-Oct-2017,1.92,2.09,2.36,2.79,1.18,2.20,2.49,3.11,,,,,,,,,,,,,,,,
16-Oct-2017,1.90,2.06,2.33,2.75,1.15,2.17,2.46,3.06,,,,,,,,,,,,,,,,
17-Oct-2017,1.91,2.07,2.34,2.76,1.15,2.18,2.47,3.08,,,,,,,,,,,,,,,,
18-Oct-2017,1.89,2.05,2.32,2.72,1.12,2.16,2.46,3.04,,,,,,,,,,,,,,,,
19-Oct-2017,1.93,2.09,2.36,2.76,1.16,2.20,2.49,3.08,,,,,,,,,,,,,,,,
20-Oct-2017,1.94,2.10,2.37,2.78,1.17,2.21,2.50,3.09,,,,,,,,,,,,,,,,
23-Oct-2017,1.95,2.10,2.38,2.80,1.19,2.22,2.51,3.11,,,,,,,,,,,,,,,,
24-Oct-2017,1.93,2.08,2.36,2.77,1.14,2.19,2.48,3.08,,,,,,,,,,,,,,,,
25-Oct-2017,1.88,2.04,2.32,2.76,1.19,2.14,2.44,3.06,,,,,,,,,,,,,,,,
26-Oct-2017,1.87,2.02,2.30,2.75,1.19,2.13,2.43,3.06,,,,,,,,,,,,,,,,
27-Oct-2017,1.87,2.03,2.31,2.78,1.22,2.14,2.44,3.08,,,,,,,,,,,,,,,,
30-Oct-2017,1.85,2.00,2.28,2.73,1.18,2.11,2.41,3.04,,,,,,,,,,,,,,,,
31-Oct-2017,1.82,1.96,2.24,2.67,1.13,2.08,2.36,2.98,,,,,,,,,,,,,,,,
01-Nov-2017,1.84,1.99,2.27,2.70,1.12,2.11,2.40,3.02,,,,,,,,,,,,,,,,
02-Nov-2017,1.82,1.96,2.23,2.66,1.09,2.09,2.37,2.97,,,,,,,,,,,,,,,,
03-Nov-2017,1.77,1.90,2.15,2.57,1.01,2.03,2.31,2.90,,,,,,,,,,,,,,,,
06-Nov-2017,1.78,1.91,2.16,2.57,0.99,2.04,2.32,2.90,,,,,,,,,,,,,,,,
07-Nov-2017,1.79,1.92,2.17,2.58,0.98,2.05,2.33,2.92,,,,,,,,,,,,,,,,
08-Nov-2017,1.80,1.93,2.17,2.57,0.97,2.07,2.34,2.92,,,,,,,,,,,,,,,,
09-Nov-2017,1.80,1.94,2.19,2.60,1.00,2.08,2.34,2.93,,,,,,,,,,,,,,,,
10-Nov-2017,1.80,1.94,2.19,2.61,1.03,2.08,2.35,2.95,,,,,,,,,,,,,,,,
13-Nov-2017,1.80,1.93,2.19,2.62,1.04,2.08,2.34,2.96,,,,,,,,,,,,,,,,
14-Nov-2017,1.84,1.98,2.24,2.66,1.08,2.12,2.39,2.99,,,,,,,,,,,,,,,,
15-Nov-2017,1.79,1.93,2.18,2.59,1.03,2.07,2.34,2.93,,,,,,,,,,,,,,,,
16-Nov-2017,1.80,1.94,2.19,2.58,1.03,2.07,2.34,2.92,,,,,,,,,,,,,,,,
17-Nov-2017,1.79,1.93,2.18,2.57,1.01,2.07,2.33,2.90,,,,,,,,,,,,,,,,
20-Nov-2017,1.78,1.92,2.17,2.54,0.99,2.06,2.32,2.87,,,,,,,,,,,,,,,,
21-Nov-2017,1.78,1.91,2.15,2.55,0.99,2.06,2.32,2.88,,,,,,,,,,,,,,,,
22-Nov-2017,1.79,1.91,2.14,2.53,0.97,2.06,2.31,2.86,,,,,,,,,,,,,,,,
23-Nov-2017,1.78,1.90,2.13,2.51,0.96,2.05,2.30,2.85,,,,,,,,,,,,,,,,
24-Nov-2017,1.78,1.90,2.13,2.51,0.97,2.05,2.30,2.84,,,,,,,,,,,,,,,,
27-Nov-2017,1.78,1.90,2.13,2.52,0.95,2.05,2.31,2.86,,,,,,,,,,,,,,,,
28-Nov-2017,1.76,1.88,2.11,2.49,0.88,2.03,2.29,2.83,,,,,,,,,,,,,,,,
29-Nov-2017,1.73,1.86,2.09,2.47,0.84,2.01,2.27,2.80,,,,,,,,,,,,,,,,
30-Nov-2017,1.75,1.89,2.13,2.50,0.84,2.03,2.29,2.83,,,,,,,,,,,,,,,,
01-Dec-2017,1.78,1.92,2.16,2.54,0.87,2.06,2.32,2.86,,,,,,,,,,,,,,,,
04-Dec-2017,1.80,1.94,2.17,2.54,0.87,2.08,2.34,2.87,,,,,,,,,,,,,,,,
05-Dec-2017,1.86,2.00,2.23,2.60,0.96,2.13,2.39,2.93,,,,,,,,,,,,,,,,
06-Dec-2017,1.80,1.93,2.16,2.51,0.89,2.07,2.32,2.84,,,,,,,,,,,,,,,,
07-Dec-2017,1.79,1.92,2.15,2.51,0.89,2.05,2.31,2.84,,,,,,,,,,,,,,,,
08-Dec-2017,1.82,1.94,2.17,2.53,0.90,2.07,2.33,2.85,,,,,,,,,,,,,,,,
11-Dec-2017,1.84,1.97,2.19,2.56,0.94,2.10,2.35,2.88,,,,,,,,,,,,,,,,
12-Dec-2017,1.84,1.96,2.18,2.52,0.89,2.09,2.34,2.85,,,,,,,,,,,,,,,,
13-Dec-2017,1.86,1.98,2.20,2.52,0.88,2.11,2.36,2.85,,,,,,,,,,,,,,,,
14-Dec-2017,1.93,2.06,2.27,2.56,0.91,2.18,2.41,2.88,,,,,,,,,,,,,,,,
15-Dec-2017,1.91,2.04,2.25,2.53,0.88,2.16,2.39,2.85,,,,,,,,,,,,,,,,
18-Dec-2017,1.93,2.06,2.27,2.53,0.89,2.18,2.41,2.85,,,,,,,,,,,,,,,,
19-Dec-2017,1.95,2.09,2.30,2.58,0.92,2.21,2.44,2.90,,,,,,,,,,,,,,,,
20-Dec-2017,1.97,2.12,2.33,2.64,0.97,2.23,2.47,2.95,,,,,,,,,,,,,,,,
21-Dec-2017,2.00,2.14,2.35,2.67,1.00,2.24,2.49,2.98,,,,,,,,,,,,,,,,
22-Dec-2017,2.02,2.16,2.38,2.71,1.04,2.26,2.52,3.02,,,,,,,,,,,,,,,,
27-Dec-2017,2.03,2.17,2.39,2.69,1.01,2.27,2.52,3.00,,,,,,,,,,,,,,,,
28-Dec-2017,2.03,2.16,2.38,2.67,1.00,2.27,2.51,2.98,,,,,,,,,,,,,,,,
29-Dec-2017,2.00,2.13,2.34,2.63,0.96,2.23,2.48,2.94,,,,,,,,,,,,,,,,
02-Jan-2018,2.01,2.15,2.35,2.66,0.95,2.24,2.49,2.96,,,,,,,,,,,,,,,,
03-Jan-2018,2.00,2.14,2.36,2.68,0.95,2.25,2.49,2.99,,,,,,,,,,,,,,,,
04-Jan-2018,1.97,2.11,2.33,2.65,0.91,2.21,2.46,2.96,,,,,,,,,,,,,,,,
05-Jan-2018,1.91,2.07,2.29,2.61,0.87,2.17,2.42,2.92,,,,,,,,,,,,,,,,
08-Jan-2018,1.92,2.08,2.29,2.62,0.88,2.19,2.43,2.93,,,,,,,,,,,,,,,,
09-Jan-2018,1.94,2.10,2.31,2.64,0.91,2.20,2.45,2.95,,,,,,,,,,,,,,,,
10-Jan-2018,1.96,2.11,2.34,2.69,0.96,2.21,2.47,2.99,,,,,,,,,,,,,,,,
11-Jan-2018,1.98,2.14,2.36,2.70,0.99,2.23,2.50,3.01,,,,,,,,,,,,,,,,
12-Jan-2018,1.96,2.13,2.36,2.72,1.00,2.22,2.50,3.03,,,,,,,,,,,,,,,,
15-Jan-2018,1.98,2.15,2.37,2.77,1.02,2.25,2.52,3.11,,,,,,,,,,,,,,,,
16-Jan-2018,1.99,2.17,2.39,2.78,1.02,2.26,2.54,3.12,,,,,,,,,,,,,,,,
17-Jan-2018,2.00,2.18,2.41,2.79,1.04,2.27,2.55,3.13,,,,,,,,,,,,,,,,
18-Jan-2018,1.99,2.20,2.44,2.81,1.02,2.29,2.57,3.15,,,,,,,,,,,,,,,,
19-Jan-2018,2.02,2.23,2.48,2.87,1.04,2.32,2.61,3.21,,,,,,,,,,,,,,,,
22-Jan-2018,2.02,2.23,2.47,2.86,1.03,2.32,2.61,3.23,,,,,,,,,,,,,,,,
23-Jan-2018,2.01,2.21,2.46,2.83,1.00,2.31,2.60,3.19,,,,,,,,,,,,,,,,
24-Jan-2018,2.01,2.21,2.45,2.83,1.00,2.30,2.59,3.19,,,,,,,,,,,,,,,,
25-Jan-2018,2.00,2.20,2.45,2.85,1.03,2.30,2.60,3.22,,,,,,,,,,,,,,,,
29-Jan-2018,2.01,2.21,2.46,2.85,1.03,2.31,2.61,3.22,,,,,,,,,,,,,,,,
30-Jan-2018,2.02,2.22,2.47,2.86,1.06,2.32,2.62,3.23,,,,,,,,,,,,,,,,
31-Jan-2018,1.96,2.16,2.41,2.82,1.02,2.25,2.55,3.18,,,,,,,,,,,,,,,,
01-Feb-2018,1.94,2.13,2.38,2.81,1.02,2.23,2.53,3.18,,,,,,,,,,,,,,,,
02-Feb-2018,1.95,2.14,2.40,2.83,1.04,2.23,2.55,3.20,,,,,,,,,,,,,,,,
05-Feb-2018,2.00,2.20,2.47,2.94,1.15,2.30,2.62,3.31,,,,,,,,,,,,,,,,
06-Feb-2018,1.96,2.13,2.39,2.82,1.08,2.24,2.56,3.21,,,,,,,,,,,,,,,,
07-Feb-2018,1.94,2.12,2.39,2.85,1.08,2.23,2.56,3.23,,,,,,,,,,,,,,,,
08-Feb-2018,1.96,2.15,2.43,2.89,1.09,2.26,2.60,3.27,,,,,,,,,,,,,,,,
09-Feb-2018,1.93,2.11,2.39,2.86,1.11,2.21,2.56,3.25,,,,,,,,,,,,,,,,
12-Feb-2018,1.95,2.13,2.42,2.91,1.16,2.23,2.59,3.30,,,,,,,,,,,,,,,,
13-Feb-2018,1.95,2.12,2.40,2.88,1.10,2.23,2.57,3.26,,,,,,,,,,,,,,,,
14-Feb-2018,1.95,2.11,2.39,2.85,1.08,2.22,2.57,3.23,,,,,,,,,,,,,,,,
15-Feb-2018,1.97,2.14,2.43,2.92,1.10,2.25,2.61,3.31,,,,,,,,,,,,,,,,
16-Feb-2018,1.99,2.15,2.44,2.93,1.10,2.26,2.61,3.31,,,,,,,,,,,,,,,,
19-Feb-2018,1.99,2.14,2.42,2.89,1.07,2.26,2.60,3.27,,,,,,,,,,,,,,,,
20-Feb-2018,2.01,2.17,2.45,2.90,1.09,2.29,2.62,3.29,,,,,,,,,,,,,,,,
21-Feb-2018,1.98,2.13,2.42,2.87,1.06,2.26,2.59,3.25,,,,,,,,,,,,,,,,
22-Feb-2018,1.97,2.12,2.41,2.88,1.10,2.24,2.57,3.24,,,,,,,,,,,,,,,,
23-Feb-2018,1.95,2.09,2.38,2.85,1.11,2.21,2.54,3.22,,,,,,,,,,,,,,,,
26-Feb-2018,1.93,2.07,2.34,2.78,1.04,2.18,2.50,3.15,,,,,,,,,,,,,,,,
27-Feb-2018,1.93,2.06,2.34,2.76,1.06,2.18,2.50,3.13,,,,,,,,,,,,,,,,
28-Feb-2018,1.97,2.11,2.38,2.81,1.12,2.23,2.55,3.18,,,,,,,,,,,,,,,,
01-Mar-2018,1.95,2.09,2.35,2.75,1.06,2.21,2.52,3.13,,,,,,,,,,,,,,,,
02-Mar-2018,1.94,2.07,2.34,2.74,1.02,2.18,2.48,3.09,,,,,,,,,,,,,,,,
05-Mar-2018,1.95,2.08,2.34,2.75,1.04,2.20,2.50,3.11,,,,,,,,,,,,,,,,
06-Mar-2018,1.99,2.12,2.39,2.82,1.10,2.23,2.55,3.18,,,,,,,,,,,,,,,,
07-Mar-2018,1.97,2.10,2.37,2.80,1.08,2.22,2.53,3.16,,,,,,,,,,,,,,,,
08-Mar-2018,1.97,2.10,2.37,2.81,1.10,2.23,2.53,3.17,,,,,,,,,,,,,,,,
09-Mar-2018,1.99,2.12,2.38,2.78,1.09,2.25,2.54,3.15,,,,,,,,,,,,,,,,
12-Mar-2018,2.02,2.15,2.41,2.82,1.13,2.28,2.58,3.19,,,,,,,,,,,,,,,,
13-Mar-2018,2.01,2.14,2.41,2.81,1.12,2.28,2.58,3.18,,,,,,,,,,,,,,,,
14-Mar-2018,1.97,2.09,2.35,2.74,1.06,2.25,2.53,3.13,,,,,,,,,,,,,,,,
15-Mar-2018,1.95,2.05,2.30,2.71,1.00,2.21,2.50,3.10,,,,,,,,,,,,,,,,
16-Mar-2018,1.96,2.06,2.31,2.69,0.97,2.21,2.50,3.09,,,,,,,,,,,,,,,,
19-Mar-2018,1.97,2.07,2.32,2.71,1.00,2.22,2.51,3.10,,,,,,,,,,,,,,,,
20-Mar-2018,1.98,2.08,2.34,2.70,1.00,2.24,2.52,3.09,,,,,,,,,,,,,,,,
21-Mar-2018,2.01,2.11,2.36,2.70,0.99,2.27,2.55,3.10,,,,,,,,,,,,,,,,
22-Mar-2018,2.05,2.16,2.40,2.70,1.01,2.32,2.59,3.10,,,,,,,,,,,,,,,,
23-Mar-2018,2.02,2.12,2.35,2.65,0.99,2.29,2.56,3.07,,,,,,,,,,,,,,,,
26-Mar-2018,2.04,2.11,2.35,2.66,1.01,2.30,2.57,3.10,,,,,,,,,,,,,,,,
27-Mar-2018,2.03,2.12,2.35,2.65,0.99,2.28,2.57,3.09,,,,,,,,,,,,,,,,
28-Mar-2018,1.97,2.06,2.29,2.59,0.94,2.22,2.50,3.02,,,,,,,,,,,,,,,,
29-Mar-2018,2.00,2.10,2.31,2.60,0.96,2.26,2.52,3.03,,,,,,,,,,,,,,,,
03-Apr-2018,2.03,2.12,2.34,2.61,0.97,2.28,2.53,3.04,,,,,,,,,,,,,,,,
04-Apr-2018,2.06,2.15,2.36,2.63,0.98,2.31,2.56,3.06,,,,,,,,,,,,,,,,
05-Apr-2018,2.04,2.14,2.36,2.67,1.02,2.31,2.57,3.10,,,,,,,,,,,,,,,,
06-Apr-2018,2.02,2.13,2.35,2.66,1.02,2.29,2.56,3.09,,,,,,,,,,,,,,,,
09-Apr-2018,2.02,2.12,2.35,2.67,1.05,2.29,2.56,3.10,,,,,,,,,,,,,,,,
10-Apr-2018,2.04,2.14,2.37,2.71,1.02,2.30,2.57,3.13,,,,,,,,,,,,,,,,
11-Apr-2018,2.03,2.14,2.36,2.68,0.98,2.30,2.57,3.11,,,,,,,,,,,,,,,,
12-Apr-2018,2.03,2.13,2.35,2.67,0.97,2.29,2.56,3.09,,,,,,,,,,,,,,,,
13-Apr-2018,2.08,2.18,2.41,2.74,1.02,2.34,2.61,3.17,,,,,,,,,,,,,,,,
16-Apr-2018,2.10,2.20,2.43,2.75,1.02,2.37,2.63,3.17,,,,,,,,,,,,,,,,
17-Apr-2018,2.12,2.22,2.46,2.76,1.06,2.38,2.65,3.18,,,,,,,,,,,,,,,,
18-Apr-2018,2.12,2.22,2.45,2.75,1.05,2.38,2.64,3.16,,,,,,,,,,,,,,,,
19-Apr-2018,2.11,2.23,2.47,2.78,1.09,2.37,2.65,3.20,,,,,,,,,,,,,,,,
20-Apr-2018,2.10,2.23,2.47,2.81,1.11,2.37,2.65,3.22,,,,,,,,,,,,,,,,
23-Apr-2018,2.13,2.26,2.51,2.87,1.13,2.40,2.70,3.28,,,,,,,,,,,,,,,,
24-Apr-2018,2.11,2.23,2.49,2.84,1.14,2.37,2.67,3.24,,,,,,,,,,,,,,,,
26-Apr-2018,2.11,2.24,2.51,2.86,1.15,2.38,2.68,3.27,,,,,,,,,,,,,,,,
27-Apr-2018,2.09,2.22,2.48,2.82,1.11,2.35,2.65,3.22,,,,,,,,,,,,,,,,
30-Apr-2018,2.05,2.18,2.43,2.77,1.08,2.32,2.61,3.17,,,,,,,,,,,,,,,,
01-May-2018,2.05,2.18,2.43,2.76,1.07,2.32,2.60,3.16,,,,,,,,,,,,,,,,
02-May-2018,2.06,2.18,2.44,2.80,1.11,2.33,2.61,3.18,,,,,,,,,,,,,,,,
03-May-2018,2.05,2.19,2.45,2.81,1.13,2.32,2.61,3.19,,,,,,,,,,,,,,,,
04-May-2018,2.03,2.17,2.43,2.77,1.11,2.30,2.58,3.15,,,,,,,,,,,,,,,,
07-May-2018,2.02,2.15,2.41,2.76,1.11,2.29,2.56,3.12,,,,,,,,,,,,,,,,
08-May-2018,2.02,2.15,2.39,2.74,1.08,2.28,2.54,3.11,,,,,,,,,,,,,,,,
09-May-2018,2.02,2.17,2.41,2.78,1.11,2.29,2.56,3.14,,,,,,,,,,,,,,,,
10-May-2018,2.02,2.16,2.40,2.78,1.05,2.29,2.56,3.13,,,,,,,,,,,,,,,,
11-May-2018,2.02,2.16,2.40,2.78,1.08,2.27,2.56,3.15,,,,,,,,,,,,,,,,
14-May-2018,2.00,2.15,2.39,2.77,1.07,2.26,2.54,3.12,,,,,,,,,,,,,,,,
15-May-2018,2.05,2.20,2.44,2.83,1.13,2.30,2.60,3.18,,,,,,,,,,,,,,,,
16-May-2018,2.06,2.22,2.47,2.88,1.19,2.32,2.61,3.23,,,,,,,,,,,,,,,,
17-May-2018,2.07,2.24,2.50,2.92,1.25,2.35,2.64,3.28,,,,,,,,,,,,,,,,
18-May-2018,2.06,2.22,2.49,2.90,1.24,2.34,2.63,3.26,,,,,,,,,,,,,,,,
21-May-2018,2.05,2.21,2.47,2.89,1.22,2.33,2.62,3.26,,,,,,,,,,,,,,,,
22-May-2018,2.05,2.20,2.46,2.87,1.18,2.32,2.61,3.24,,,,,,,,,,,,,,,,
23-May-2018,2.05,2.20,2.44,2.84,1.16,2.32,2.61,3.21,,,,,,,,,,,,,,,,
24-May-2018,2.04,2.18,2.42,2.81,1.13,2.31,2.60,3.20,,,,,,,,,,,,,,,,
25-May-2018,2.02,2.16,2.40,2.79,1.12,2.30,2.58,3.18,,,,,,,,,,,,,,,,
28-May-2018,2.01,2.15,2.38,2.76,1.10,2.28,2.56,3.15,,,,,,,,,,,,,,,,
29-May-2018,2.00,2.12,2.34,2.69,1.05,2.26,2.53,3.08,,,,,,,,,,,,,,,,
30-May-2018,1.99,2.10,2.31,2.65,1.04,2.23,2.50,3.05,,,,,,,,,,,,,,,,
31-May-2018,1.99,2.10,2.32,2.67,1.05,2.24,2.51,3.07,,,,,,,,,,,,,,,,
01-Jun-2018,2.03,2.12,2.36,2.70,1.06,2.26,2.54,3.10,,,,,,,,,,,,,,,,
04-Jun-2018,2.07,2.17,2.40,2.73,1.08,2.32,2.58,3.13,,,,,,,,,,,,,,,,
05-Jun-2018,2.06,2.17,2.39,2.73,1.07,2.30,2.57,3.12,,,,,,,,,,,,,,,,
06-Jun-2018,2.09,2.20,2.42,2.76,1.09,2.32,2.60,3.15,,,,,,,,,,,,,,,,
07-Jun-2018,2.12,2.23,2.47,2.84,1.15,2.36,2.64,3.22,,,,,,,,,,,,,,,,
08-Jun-2018,2.07,2.18,2.42,2.78,1.07,2.31,2.59,3.16,,,,,,,,,,,,,,,,
12-Jun-2018,2.09,2.20,2.43,2.81,1.08,2.32,2.61,3.18,,,,,,,,,,,,,,,,
13-Jun-2018,2.08,2.18,2.42,2.78,1.06,2.30,2.60,3.16,,,,,,,,,,,,,,,,
14-Jun-2018,2.05,2.14,2.38,2.73,1.02,2.27,2.55,3.11,,,,,,,,,,,,,,,,
15-Jun-2018,2.03,2.13,2.36,2.70,1.00,2.25,2.53,3.08,,,,,,,,,,,,,,,,
18-Jun-2018,2.02,2.11,2.34,2.67,0.97,2.23,2.51,3.05,,,,,,,,,,,,,,,,
19-Jun-2018,2.02,2.09,2.30,2.62,0.92,2.21,2.47,2.97,,,,,,,,,,,,,,,,
20-Jun-2018,2.06,2.12,2.34,2.66,0.96,2.25,2.50,3.01,,,,,,,,,,,,,,,,
21-Jun-2018,2.07,2.14,2.36,2.68,0.98,2.25,2.52,3.02,,,,,,,,,,,,,,,,
22-Jun-2018,2.04,2.11,2.33,2.65,0.96,2.23,2.49,2.99,,,,,,,,,,,,,,,,
25-Jun-2018,2.04,2.11,2.32,2.63,0.95,2.23,2.48,2.98,,,,,,,,,,,,,,,,
26-Jun-2018,2.04,2.10,2.31,2.64,0.92,2.22,2.48,2.99,,,,,,,,,,,,,,,,
27-Jun-2018,2.02,2.09,2.30,2.63,0.90,2.21,2.47,2.98,,,,,,,,,,,,,,,,
28-Jun-2018,2.00,2.07,2.28,2.62,0.89,2.19,2.45,2.98,,,,,,,,,,,,,,,,
29-Jun-2018,2.00,2.07,2.29,2.63,0.88,2.20,2.46,2.99,,,,,,,,,,,,,,,,
02-Jul-2018,1.97,2.04,2.25,2.60,0.85,2.17,2.43,2.96,,,,,,,,,,,,,,,,
03-Jul-2018,1.98,2.06,2.27,2.62,0.87,2.19,2.45,2.97,,,,,,,,,,,,,,,,
